Street #,Street Name,Street Type,Parcel #,Record #,Record Type,Status,Filed Date,Status Date,Description,Related Records,Balance,Created By
515,VERNON,ST,010 081800201,SS110887,Soft Story,Expired,7/12/11,2/2/12,"Level 1 screening for a 3 story, 12 unit apt. bldg.w/parking below.",,0.01,
475,WELDON,AVE,011 084300100,SS110885,Soft Story,Expired,7/12/11,2/2/12,LEVEL 1 SCREENING REQUIRED - SIGNIFICANT SLOPE,,0,
198,41ST,ST,012 099502400,SS110878,Soft Story,Expired,7/11/11,2/2/12,EXEMPTED - ENGINEERING DETERMINATION LETTER,,0,
402,GRAND,AVE,010 077801300,SS110876,Soft Story,Expired,7/11/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2264,HIGH,ST,032 204601001,SS110880,Soft Story,Expired,7/11/11,2/2/12,EXEMPTED - HAS LESS THAN 5 RESIDENTIAL UNITS,,0,
4211,M L KING JR,WY,013 109100301,SS110877,Soft Story,Expired,7/11/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
550,MANDANA,BLVD,011 083901400,SS110881,Soft Story,Expired,7/11/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
1001,WALKER,AVE,011 085301602,SS110879,Soft Story,Expired,7/11/11,2/2/12,LEVEL 2 SCREENING REQUIRED - SIGNIFICANT SLOPE,,0,
1945,26TH,AVE,026 073700200,SS110874,Soft Story,Expired,7/9/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2545,26TH,AVE,026 078501502,SS110864,Soft Story,Expired,7/9/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2615,26TH,AVE,026 078501400,SS110865,Soft Story,Expired,7/9/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
1828,28TH,AVE,025 072700901,SS110871,Soft Story,Expired,7/9/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
1616,35TH,AVE,033 212904800,SS110862,Soft Story,Expired,7/9/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
1454,36TH,AVE,033 213202101,SS110868,Soft Story,Expired,7/9/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
1707,36TH,AVE,033 212900601,SS110870,Soft Story,Expired,7/9/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2045,38TH,AVE,032 209100200,SS110861,Soft Story,Expired,7/9/11,2/2/12,EXEMPTED - ENGINEERING DETERMINATION LETTER,,0,
360,45TH,ST,013 113901803,SS110873,Soft Story,Expired,7/9/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
2539,E 16TH,ST,025 071100202,SS110866,Soft Story,Expired,7/9/11,2/2/12,EXEMPTED - NO LARGE OPENING ON GROUND LEVEL,,0,
2554,E 16TH,ST,025 073403200,SS110869,Soft Story,Expired,7/9/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
818,E 20TH,ST,021 027101501,SS110872,Soft Story,Expired,7/9/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2166,E 27TH,ST,022 036400200,SS110867,Soft Story,Expired,7/9/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2605,HIGH,ST,032 205802400,SS110863,Soft Story,Expired,7/9/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
72,VERNON,ST,010 076902400,SS110875,Soft Story,Expired,7/9/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2125,10TH,AVE,021 028300601,SS110858,Soft Story,Expired,7/8/11,2/2/12,"Level 1 screening for a 2 story, 6 unit apt. bldg. w/parking below.",,0,
491,23RD,ST,008 065800100,SS110856,Soft Story,Expired,7/8/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL - ENGINEERING LETTER,,0,
5445,BROADWAY,,048A703801400,SS110860,Soft Story,Expired,7/8/11,2/2/12,"Level 1 screening for a 2 story, 8 unit apt. bldg.w/parking below.",,0.01,
273,MACARTHUR,BLVD,010 078500601,SS110859,Soft Story,Expired,7/8/11,2/2/12,"Level 1 screening for a 3 story, 20 unit apt. bldg.w/parking below.",,0,
200,MONTECITO,AVE,010 077300100,SS110857,Soft Story,Expired,7/8/11,2/2/12,"Level 1 screening for a 5 story, 21 unit apt. bldg.w/parking below.",,0,
1732,27TH,AVE,025 073100104,SS110851,Soft Story,Expired,7/7/11,2/2/12,EXEMPTED - CURRENT RETROFIT UNDER PERMIT B1100449,,0,
1744,27TH,AVE,025 073100103,SS110850,Soft Story,Expired,7/7/11,2/2/12,EXEMPTED - CURRENT RETROFIT UNDER PERMIT B1100603,,0,
889,34TH,ST,009 072402400,SS110855,Soft Story,Expired,7/7/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
1847,6TH,AVE,021 023100500,SS110854,Soft Story,Expired,7/7/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2227,7TH,AVE,022 030500700,SS110852,Soft Story,Expired,7/7/11,2/2/12,"Level 1 screening for a 3 story, 20 unit apt.bldg.w/parking below.",,0,
2915,M L KING JR,WY,009 069600300,SS110853,Soft Story,Expired,7/7/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
3422,ALEXANDER,CT,027 088401500,SS110846,Soft Story,Expired,7/6/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
5001,SHAFTER,AVE,013 114600602,SS110847,Soft Story,Expired,7/6/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
5005,SHAFTER,AVE,013 114600601,SS110848,Soft Story,Expired,7/6/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
25,WHITMORE,PL,013 110800400,SS110849,Soft Story,Expired,7/6/11,2/2/12,EXEMPTED - HAS LESS THAN 5 RESIDENTIAL UNITS,,0,
2936,14TH,AVE,022 036702803,SS110839,Soft Story,Expired,7/5/11,2/2/12,"Level 1 screening for a 2 story, 16 unit apt. blg. w/parking below on a steep slope.",,0,
1510,29TH,AVE,025 071600901,SS110832,Soft Story,Expired,7/5/11,2/2/12,type 1 screening for open garage floor,,0,
121,41ST,ST,012 099201701,SS110844,Soft Story,Expired,7/5/11,2/2/12,EXEMPTED - ENGINEERING DETERMINATION LETTER,,0,
2208,CARROLL,ST,022 030501500,SS110841,Soft Story,Expired,7/5/11,2/2/12,"Level 1 screening for a 4 story, 13 unit apt. bldg.w/parking below on a steep slope.",,0,
823,E 24TH,ST,022 031602100,SS110838,Soft Story,Expired,7/5/11,2/2/12,Soft-story screening - Level 1.,,0,
1105,E 28TH,ST,022 034400100,SS110843,Soft Story,Expired,7/5/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
3704,FRUITVALE,AVE,029A130503300,SS110834,Soft Story,Expired,7/5/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
538,GLEN VIEW,AVE,011 083704000,SS110836,Soft Story,Expired,7/5/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
5924,HAYES,ST,038 321001600,SS110837,Soft Story,Expired,7/5/11,2/2/12,"Level 1 screening for 2 story, 7 unit apt. bldg. w/parking below.",,0,
817,MACARTHUR,BLVD,023 046300300,SS110845,Soft Story,Expired,7/5/11,2/2/12,EXEMPTED - HAS LESS THAN 5 RESIDENTIAL UNITS,,0,
3705,MAYBELLE,AVE,030 192900501,SS110833,Soft Story,Expired,7/5/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
2137,PARK,BLVD,022 030600901,SS110840,Soft Story,Expired,7/5/11,2/2/12,"Level 1 screening for a 2 story, 16 unit apt.bldg. w/parking below on a steep slope.",,0,
230,SANTA ROSA,AVE,010 083101300,SS110831,Soft Story,Expired,7/5/11,2/2/12,EXEMPTED - ENGINEERING DETERMINATION LETTER,,0,
370,STATEN,AVE,010 078302000,SS110842,Soft Story,Expired,7/5/11,2/2/12,"Level 1 screening for a 4 story, 15 unit apt. bldg.w/parking below.",,0,
501,WESLEY,AVE,023 041300802,SS110835,Soft Story,Expired,7/5/11,2/2/12,soft story level one screening,,0,
1830,10TH,AVE,021 023601200,SS110824,Soft Story,Expired,6/30/11,2/2/12,Type 1 screening for open rear garage.,,0,
1805,8TH,AVE,021 023300701,SS110823,Soft Story,Expired,6/30/11,2/2/12,Type 1 screening with open rear garage opening.,,0,
185,ATHOL,AVE,021 022601501,SS110828,Soft Story,Expired,6/30/11,2/2/12,Soft-story screening - Level 1.,,0,
220,ATHOL,AVE,021 022403201,SS110829,Soft Story,Expired,6/30/11,2/2/12,Soft-story screening - Level 1.,,0,
2453,DAMUTH,ST,029 099200201,SS110827,Soft Story,Expired,6/30/11,2/2/12,Soft-story screening - Level 1.,,0,
19,HOME PLACE WEST,,023 040402000,SS110822,Soft Story,Expired,6/30/11,2/2/12,Type 1 screening for open rear garage wall.,,0,
296,LESTER,AVE,021 022703303,SS110830,Soft Story,Expired,6/30/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
466,MANDANA,BLVD,011 084401901,SS110826,Soft Story,Expired,6/30/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
314,WARWICK,AVE,010 078602400,SS110825,Soft Story,Expired,6/30/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
293,41ST,ST,012 099600100,SS110816,Soft Story,Expired,6/29/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
1100,E 17TH,ST,020 021501400,SS110818,Soft Story,Expired,6/29/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
1101,FOOTHILL,BLVD,020 017100100,SS110819,Soft Story,Expired,6/29/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
110,FRISBIE,ST,010 080601902,SS110821,Soft Story,Expired,6/29/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
82,GARLAND,AVE,010 080401201,SS110820,Soft Story,Expired,6/29/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
803,M L KING JR,WY,001 021700900,SS110817,Soft Story,Expired,6/29/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
220,ORANGE,ST,010 079500803,SS110815,Soft Story,Expired,6/28/11,2/2/12,soft story level one screening,,0,
3210,PARK,BLVD,023 039503902,SS110813,Soft Story,Expired,6/27/11,2/2/12,EXEMPTED - ENGINEERING DETERMINATION LETTER,,0,
170,PERKINS,ST,010 079101904,SS110814,Soft Story,Expired,6/27/11,2/2/12,EXEMPTED - ENGINEERING DETERMINATION LETTER,,0,
2426,12TH,AVE,022 033201200,SS110812,Soft Story,Expired,6/25/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
1722,8TH,AVE,020 021801300,SS110809,Soft Story,Expired,6/24/11,2/2/12,soft story level one screening,,0,
2020,COOLIDGE,AVE,027 088101400,SS110811,Soft Story,Expired,6/24/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
3035,LYNDE,ST,027 084800401,SS110810,Soft Story,Expired,6/24/11,2/2/12,Soft story screening - Level 1.,,0,
3020,BROOKDALE,AVE,027 085501100,SS110806,Soft Story,Expired,6/23/11,2/2/12,soft story level one screening,,0,
2210,E 15TH,ST,020 016001200,SS110805,Soft Story,Expired,6/23/11,2/2/12,"level one screening,soft story",,0,
3017,PLEITNER,AVE,027 086102900,SS110807,Soft Story,Expired,6/23/11,2/2/12,Soft story screening - Level 1.,,0,
3025,PLEITNER,AVE,027 086102800,SS110808,Soft Story,Expired,6/23/11,2/2/12,Soft-story screening - Level 1.,,0,
123,17TH,ST,008 063000300,SS110802,Soft Story,Expired,6/22/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
260,29TH,ST,010 080300102,SS110803,Soft Story,Expired,6/22/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
3553,DIMOND,AVE,029A130101300,SS110804,Soft Story,Expired,6/22/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2701,IVY,DR,022 033900400,SS110800,Soft Story,Expired,6/22/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
654,VERNON,ST,010 083102100,SS110801,Soft Story,Expired,6/22/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
5300,WALNUT,ST,036 248300100,SS110799,Soft Story,Expired,6/22/11,2/2/12,SOFT STORY LEVEL ONE SCREENING,,0,
2640,ALVINGROOM,CT,,SS110797,Soft Story,Expired,6/21/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2685,ALVINGROOM,CT,,SS110796,Soft Story,Expired,6/21/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2700,ALVINGROOM,CT,,SS110792,Soft Story,Expired,6/21/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2721,ALVINGROOM,CT,,SS110794,Soft Story,Expired,6/21/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2730,ALVINGROOM,CT,,SS110798,Soft Story,Expired,6/21/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2741,ALVINGROOM,CT,,SS110791,Soft Story,Expired,6/21/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2784,ALVINGROOM,CT,,SS110793,Soft Story,Expired,6/21/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2785,ALVINGROOM,CT,,SS110795,Soft Story,Expired,6/21/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
138,MONTE CRESTA,AVE,012 098802001,SS110790,Soft Story,Expired,6/21/11,2/2/12,EXEMPTED - ENGINEERING DETERMINATION LETTER,,0,
233,ACTON,PL,021 022601400,SS110787,Soft Story,Expired,6/20/11,2/2/12,EXEMPTED - ENGINEERING DETERMINATION LETTER,,0,
3135,CHAMPION,ST,028 090000700,SS110789,Soft Story,Expired,6/20/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
1000,WALKER,AVE,011 085201800,SS110788,Soft Story,Expired,6/20/11,2/2/12,EXEMPTED - ENGINEERING DETERMINATION LETTER,,0,
331,HANOVER,AVE,022 030901300,SS110786,Soft Story,Expired,6/18/11,2/2/12,EXEMPTED - ENGINEERING DETERMINATION LETTER,,0,
380,EUCLID,AVE,010 078502900,SS110783,Soft Story,Expired,6/17/11,2/2/12,"Level 1 screening for 4 story, 21 unit apt. bldg. w/parking below.",,0,
287,MONTE VISTA,AVE,012 092900500,SS110785,Soft Story,Expired,6/17/11,2/2/12,"Level 1 screenin for 3 story, 20 unit apt. bldg. w/parking below.",,0,
421,VAN DYKE,AVE,022 031301100,SS110784,Soft Story,Expired,6/17/11,2/2/12,"Level 1 screening for 3 story, 18 unit apt. bldg. w/parking below.",,0,
360,OAKLAND,AVE,010 079404600,SS110782,Soft Story,Expired,6/16/11,2/2/12,LEVEL 2 REQUIRED - SIGNIFICANT SLOPE (NO FEE),,0,
474,55TH,ST,014 122400600,SS110773,Soft Story,Expired,6/15/11,2/2/12,EXEMPTED - HAS LESS THAN 5 RESIDENTIAL UNITS,,0,
2802,68TH,AVE,039 327302203,SS110774,Soft Story,Expired,6/15/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
4609,BOND,ST,035 235900100,SS110767,Soft Story,Expired,6/15/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
1428,CASTRO,ST,003 007300700,SS110777,Soft Story,Expired,6/15/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
3556,DIMOND,AVE,029A130203200,SS110780,Soft Story,Expired,6/15/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
809,E 28TH,ST,023 039504500,SS110776,Soft Story,Expired,6/15/11,2/2/12,EXEMPTED - ENGINEERING DETERMINATION,,0,
133,ECHO,AVE,012 098901400,SS110781,Soft Story,Expired,6/15/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
3779,HARRISON,ST,010 081401100,SS110779,Soft Story,Expired,6/15/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
311,LESTER,AVE,021 022703200,SS110770,Soft Story,Expired,6/15/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
78,LINDA,AVE,012 098903100,SS110775,Soft Story,Expired,6/15/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
188,MOSS,WY,012 093802801,SS110771,Soft Story,Expired,6/15/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
3206,PARK,BLVD,023 039503901,SS110769,Soft Story,Expired,6/15/11,2/2/12,EXEMPTED - ENGINEERING DETERMINATION,,0,
362,PERKINS,ST,010 078200100,SS110768,Soft Story,Expired,6/15/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
3901,RUBY,ST,012 097201200,SS110772,Soft Story,Expired,6/15/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2221,SANTA RITA,ST,032 210000200,SS110778,Soft Story,Expired,6/15/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2423,MONTICELLO,AVE,036 242700900,SS110766,Soft Story,Expired,6/14/11,2/2/12,"Level 1 screening for 2 story, 5 unit apt. bldg. w/parking below.",,0,
418,FOOTHILL,BLVD,020 018501400,SS110765,Soft Story,Expired,6/12/11,2/2/12,EXEMPTED - ENGINEERING DETERMINATION LETTER,,0,
346,HANOVER,AVE,021 022700800,SS110764,Soft Story,Expired,6/12/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
2028,HIGH,ST,032 204700900,SS110763,Soft Story,Expired,6/10/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
1357,104TH,AVE,045 518702201,SS110758,Soft Story,Expired,6/9/11,2/2/12,"Level 1 screening for 2 story, 6 unit apt. bldg. w/parking below.",,0,
1600,4TH,AVE,020 018501500,SS110760,Soft Story,Expired,6/9/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2341,90TH,AVE,043 460900600,SS110762,Soft Story,Expired,6/9/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
687,MACARTHUR,BLVD,023 043301600,SS110759,Soft Story,Expired,6/9/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
3849,MAYBELLE,AVE,030 192901705,SS110761,Soft Story,Expired,6/9/11,2/2/12,EXEMPTED - ENGINEERING DETERMINATION LETTER,,0,
173,10TH,ST,002 008302100,SS110753,Soft Story,Expired,6/8/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
699,30TH,ST,009 069602300,SS110752,Soft Story,Expired,6/8/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
160,ATHOL,AVE,021 022402505,SS110755,Soft Story,Expired,6/8/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
376,FAIRMOUNT,AVE,010 080502500,SS110757,Soft Story,Expired,6/8/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
3701,FRUITVALE,AVE,029A130200400,SS110756,Soft Story,Expired,6/8/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
2,HOME PLACE EAST,,023 040101200,SS110754,Soft Story,Expired,6/8/11,2/2/12,LEVEL 1 SCREENING REQUIRED - SIGNIFICANT SLOPE (NO FEE),,0,
415,LAGUNITAS,AVE,010 078002402,SS110751,Soft Story,Expired,6/8/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
2851,38TH,AVE,032 205200700,SS110747,Soft Story,Expired,6/7/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
1603,92ND,AVE,046 543300700,SS110741,Soft Story,Expired,6/7/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
228,ATHOL,AVE,021 022901500,SS110746,Soft Story,Expired,6/7/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
5401,BROADWAY,TR,048A703100201,SS110745,Soft Story,Expired,6/7/11,2/2/12,EXEMPTED - ENGINEERING DETERMINATION LETTER,,0,
842,E 23RD,ST,022 031602500,SS110744,Soft Story,Expired,6/7/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2401,IVY,DR,022 033800900,SS110742,Soft Story,Expired,6/7/11,2/2/12,"Level 1 screening for a 3 story, 5 unit apt. bldg. w/parking below(on a steep slope).",,0.01,
4105,MONTGOMERY,ST,012 099701301,SS110749,Soft Story,Expired,6/7/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
4111,MONTGOMERY,ST,012 099701302,SS110750,Soft Story,Expired,6/7/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2451,SEMINARY,AVE,038 318300800,SS110743,Soft Story,Expired,6/7/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
1080,STANFORD,AVE,015 133500900,SS110748,Soft Story,Expired,6/7/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
420,26TH,ST,009 068400701,SS110740,Soft Story,Expired,6/6/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
426,26TH,ST,009 068400702,SS110739,Soft Story,Expired,6/6/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
265,MACARTHUR,BLVD,010 078500602,SS110738,Soft Story,Expired,6/6/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
1720,12TH,AVE,020 021402101,SS110730,Soft Story,Expired,6/2/11,1/17/12,EXEMPTED - ENGINEERING DETERMINATION LETTER,,0,
2530,8TH,AVE,022 033600100,SS110735,Soft Story,Expired,6/2/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,0,
237,ATHOL,AVE,021 022801600,SS110734,Soft Story,Expired,6/2/11,1/17/12,EXEMPTED - PREVIOUSLY RETROFITTED UNDER PERMIT RB0500743,,0,
429,CAVOUR,ST,014 123400200,SS110737,Soft Story,Expired,6/2/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
1221,E 20TH,ST,021 026200100,SS110729,Soft Story,Expired,6/2/11,1/17/12,EXEMPTED - ENGINEERING DETERMINATION LETTER,,0,
1346,E 28TH,ST,022 035702300,SS110731,Soft Story,Expired,6/2/11,1/17/12,EXEMPTED - HAS LESS THAN 5 RESIDENTIAL UNITS,,0,
2064,LAKESHORE,AVE,022 030800100,SS110733,Soft Story,Expired,6/2/11,1/17/12,EXEMPTED - HAS LESS THAN 5 RESIDENTIAL UNITS,,0,
265,VERNON,ST,010 079501100,SS110732,Soft Story,Expired,6/2/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
200,WAYNE,AVE,021 022601600,SS110736,Soft Story,Expired,6/2/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,0,
2022,36TH,AVE,032 208402203,SS110725,Soft Story,Expired,6/1/11,1/17/12,LEVEL 1 SCREENING REQUIRED (ON A SIGNIFICANT SLOPE),,0,
817,ERIE,ST,011 084001100,SS110726,Soft Story,Expired,6/1/11,1/17/12,LEVEL 2 SCREENING REQUIRED - HAS A SIGNIFICANT SLOPE,,0,
856,ERIE,ST,011 083902000,SS110727,Soft Story,Expired,6/1/11,1/17/12,LEVEL 1 SCREENING REQUIRED - HAS A SIGNIFICANT SLOPE,,0,
2551,IVY,DR,022 033700100,SS110728,Soft Story,Expired,6/1/11,1/17/12,LEVEL 1 SCREENING REQUIRED - HAS A SIGNIFICANT SLOPE,,0,
2924,14TH,AVE,022 036702301,SS110721,Soft Story,Expired,5/31/11,1/17/12,"Level 1 screening for a 2 story, 13 unit apt.bldg.w/parking below.",,0,
555,JEAN,ST,010 082812800,SS110722,Soft Story,Expired,5/31/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,0,
3287,KEMPTON,AVE,010 080702500,SS110724,Soft Story,Expired,5/31/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
7216,ORRAL,ST,039 330902700,SS110723,Soft Story,Expired,5/31/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
5838,BIRCH,CT,014 126606600,SS110718,Soft Story,Expired,5/27/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,0,
296,LENOX,AVE,010 077301201,SS110719,Soft Story,Expired,5/27/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,0,
451,WAYNE,AVE,022 030800400,SS110720,Soft Story,Expired,5/27/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,0,
2222,47TH,AVE,036 241605500,SS110713,Soft Story,Expired,5/26/11,1/17/12,"Level 1 screening for a 2 story, 7 unit apt. bldg. w/parking below.",,0,
824,ERIE,ST,011 083901600,SS110717,Soft Story,Expired,5/26/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,0,
279,LEE,ST,010 077300503,SS110716,Soft Story,Expired,5/26/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,0,
465,LEE,ST,010 077201300,SS110715,Soft Story,Expired,5/26/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,0,
3065,RICHMOND,BLVD,009 070301101,SS110714,Soft Story,Expired,5/26/11,1/17/12,"Level 1 screening for a 2 story, 9 unit apt. bldg. w/parking below.",,0,
361,VERNON,ST,010 079101901,SS110712,Soft Story,Expired,5/26/11,1/17/12,"Level 1 screening for a 3 story, 8 unit apt. bldg. w/parking below.",,0,
101,17TH,ST,008 063000401,SS110707,Soft Story,Expired,5/25/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,0,
1773,28TH,AVE,025 073301301,SS110704,Soft Story,Expired,5/25/11,1/17/12,"Level 1 screening for a 2 story, 6 unit apt. bldg.w/parking below.",,0,
1783,28TH,AVE,025 073301200,SS110705,Soft Story,Expired,5/25/11,1/17/12,"Level 1 screening for a 2 story, 6 unit apt. bldg. w/parking below.",,0,
512,E 22ND,ST,022 030501901,SS110702,Soft Story,Expired,5/25/11,1/17/12,level one soft story screening,,0,
262,HANOVER,AVE,021 022600200,SS110711,Soft Story,Expired,5/25/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,0,
2204,IVY,DR,022 030501700,SS110703,Soft Story,Expired,5/25/11,1/17/12,"LEVEL 2 SCREENING REQUIRED, HAS SIGNIFICANT SLOPE",,0,
333,LESTER,AVE,021 022702700,SS110710,Soft Story,Expired,5/25/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,0,
376,PERKINS,ST,010 078201900,SS110709,Soft Story,Expired,5/25/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,0,
338,PORTLAND,AVE,022 031302000,SS110708,Soft Story,Expired,5/25/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,0,
